developer_response,review_description,rating,review_description_after_removing_stop_words
,i really like this game,5,really like game
,great game cant stop playing it,5,great game cant stop playing
,amazing game i ever played,5,amazing game ever played
,it a nice game just that it freeze alot and i will have to switch off my phone for me to come out of the game please help me i love the game,2,nice game freeze alot switch phone come game please help love game
,i am in the process of playing it now so far i am enjoying the game and would recommend it to play,5,process playing far enjoying game would recommend play
,this game is addictive but im dissapointed because there is no update yet im stuck cuz there is no more game to play i finish all the lvl when r u going to update this game,3,game addictive im dissapointed update yet im stuck cuz game play finish lvl r u going update game
,i love this game it is great game i cant put in down,5,love game great game cant put
,i like the game dont get me wrong but the fact that the icon dont pop up really irritates me i cant play next level because there are no icon to click on not sure if it a glitch but please fix it it annoying,3,like game dont get wrong fact icon dont pop really irritates cant play next level icon click sure glitch please fix annoying
,the game totally ridiculousi mean seriously the amout of key required for the task is so ridiculously frustratingeg  key for a book stand it a  star worth max so why put how stupid do you think we player are the gameplaymechanics is ridiculous p s the  star is for the graphic and story line which is good,1,game totally ridiculousi mean seriously amout key required task ridiculously frustratingeg  key book stand  star worth max put how stupid think player gameplaymechanics ridiculous p  star graphic story line good
,good game just starter it,4,good game starter
,still new so i will play it first for while before can comment morebut it cute and also seem got a behind story so will stick around,4,still new play first comment morebut cute also seem got behind story stick around
,very chalengging and fun gameits worth the time,5,chalengging fun gameits worth time
,i like to play this game so relaxing and easy there no many ad,5,like play game relaxing easy many ad
,alert this is draining money game feel so much fun at beginning but at some level u will find difficult to solve the puzzle although u are so smart n have good skill still u cant continue playing unless you keep pay and pay and pay for coin and booster,2,alert draining money game feel much fun beginning level u find difficult solve puzzle although u smart n good skill still u cant continue playing unless keep pay pay pay coin booster
,it a lot of fine so far,5,lot fine far
,great game and have a story i love it but the control keep disappearing i need to get out of the game for it to come back  pensive face ,4,great game story love control keep disappearing need get game come back  pensive face 
,the game is nice and good graphic but my only concern about this game is lag and always turn off so i cant enjoy playing,3,game nice good graphic concern game lag always turn cant enjoy playing
,cute game really like it so far,5,cute game really like far
,this game is awesome you should try it it is a fun game and a little pip there is a dog  dog ,5,game awesome try fun game little pip dog  dog 
,i like the gameits nice,4,like gameits nice
,good idea from videogame useful for real life,4,good idea videogame useful real life
"Hello, Jason! Thanks for the information! Do you have a high Wi-Fi connection?",i like the game fun to play work fine on my smart phone but not on my acer chrome not sure why rerated a five,5,like game fun play work fine smart phone acer chrome sure rerated five
,fun so far thing go fast in the beginning well see,5,fun far thing go fast beginning well see
,nothing is showing on the game after playing  level there are no option to proceed no option to renovate nothing just let me walk around the hotel with nothing to do,1,nothing showing game playing  level option proceed option renovate nothing let walk around hotel nothing
,so cuteeee ilovethisgame  smiling face with heart  clapping hand ,5,cuteeee ilovethisgame  smiling face heart  clapping hand 
"Hi, Sam! 🖖 Thanks for the feedback! We will pass on the information to our game designers.",good game really enjoy it could get more boost to help complete level especially the harder level,3,good game really enjoy could get boost help complete level especially harder level
,i love design the hotel i love it,5,love design hotel love
,fun exciting game,5,fun exciting game
,it working alot better than it wa alot smoother,5,working alot better wa alot smoother
,the game is very interesting there are different type of variation which i have never seen i like it more bcoz it different i love the single colour bomb which doesnt blast until you swipe it with something so we can use it whenever possible please keep updating the game so it work smoothly and we get different task to do,5,game interesting different type variation never seen like bcoz different love single colour bomb doesnt blast swipe something use whenever possible please keep updating game work smoothly get different task
"Hello, likuid shadow! Thanks for the feedback! We will pass on the information to our game designers.",you should make it easier and whats the point of having booster if they dont work well enough the side booster thing that destroys a line only cover a small portion plus the coin thing glitch when it adding the coin it not a big deal but it still should be fixed nonetheless like it will be going up but then down but back to normal but like i said it not really a big deal,1,make easier whats point booster dont work well enough side booster thing destroys line cover small portion plus coin thing glitch adding coin big deal still fixed nonetheless like going back normal like said really big deal
,it a great game similar to homescapes i love playing this game it amazing i just cant stop playing this game,5,great game similar homescapes love playing game amazing cant stop playing game
"Hi, Grace!
What error do you have? Please write to us. We want to help you! 💚",the game is not opening please help,1,game opening please help
"Hi, claire Ash! Thanks for the feedback. 💜 Do you use our free bonuses in the game? It will be easier to complete the level with them.",good fun great way to pas the time good graphic tooit get a little annoying on some level that are tricky,3,good fun great way pas time good graphic tooit get little annoying level tricky
"Hello, Xx Cutie Gacha Leau xX!
What's bug?  Please write us more information about it. Thank you!",overall the graphic are good and the game is very addicting also a time killer the reason i gave this game a  star because there is a bug that is preventing me playing the next level after i played some level and do some quest i hope you can fix this,4,overall graphic good game addicting also time killer reason gave game  star bug preventing playing next level played level quest hope fix
,i love the story line i also like enjoy the graphic very challenging game at time,4,love story line also like enjoy graphic challenging game time
"Hi, Susan!
Please free more disk space in your device and shut down other applications before launching the game. Also we recommend to delete performance-boosting apps from your device. Please write us after this. ✍",game way too slow keep freezing up uninstalling,2,game way slow keep freezing uninstalling
,i really enjoy the challenge and the game is just totally amazing and worth downloading,5,really enjoy challenge game totally amazing worth downloading
,a great game loving the graphic,5,great game loving graphic
Hi! Please update our game to the latest version. We have fixed bugs and we are waiting for you!,love the game love the story but it is now frozen and wont load past ,3,love game love story frozen wont load past 
,i very like this gameyou can to downloud this game,5,like gameyou downloud game
,pretty interesting so far i just got started so give a few day let me try it out a little more but so far so good,5,pretty interesting far got started give day let try little far good
"Hi, Annette!
Please free more disk space in Your device and shut down other applications before launching the game. Also we recommend to delete performance-boosting apps from your mobile device. Please write to us after this.✍",game keep shutting down,1,game keep shutting
,fun game to play,5,fun game play
"Hello, Chrisopher!
Do you use our free bonuses in the game? It will be easier to complete the level with them.",no fun slow loader and constant badgering to buy help to win level graphic are great but slow story and reward poor try something else im very good at these game and very disappointed in this one,1,fun slow loader constant badgering buy help win level graphic great slow story reward poor try something else im good game disappointed one
,it really fun good game  thumb up  thumbs up ,5,really fun good game  thumb  thumbs 
,nice game to play and good enjoyment a well a interesting effect s,5,nice game play good enjoyment well interesting effect
Please free more disk space in Your device and shut down other applications before launching the game. Also we recommend to delete performance-boosting apps from your mobile device.,great potential in this game the storyline is engaging and gameplaytoreward ratio is good so you dont have to play a huge amount of level to progress the story the app is definitely still a work in progress however it often suddenly glitch and you can lose a reward or two when that happens,4,great potential game storyline engaging gameplaytoreward ratio good dont play huge amount level progress story app definitely still work progress however often suddenly glitch lose reward two happens
,i enjoy playing this game,5,enjoy playing game
"Hi! 🖐
What did you dislike about the game? You gave us 3 stars. Please write your opinion. It's very important for us.",this ha been a very good game please dont let me down  grinning face ,3,ha good game please dont let  grinning face 
,i really like this game,5,really like game
"Hi, syafiqah!
What's button? Can you write to us more information? We want to help you! 🌹",i like to play it but it always blank the button on the screen is missing i cant play the next level,2,like play always blank button screen missing cant play next level
,it good game for relexsing brain i think so,5,good game relexsing brain think
,just started so it a bit easy,4,started bit easy
Hi! Please update our game to the latest version. We have fixed bugs and we are waiting for you!,stuck up at  after updating the game  face with rolling eye ,1,stuck  updating game  face rolling eye 
,really enjoying the game,5,really enjoying game
,not really good and not a stable release game yet so far,2,really good stable release game yet far
"Hi, KULTAR!
Thanks for the feedback. Do you use our free bonuses in the game? It will be easier to complete the level with them.",this is the most terrible game i have ever played the level of the game are soo difficult i always heat that are difficult and full wastage of time  pouting face  pouting face  angry face  angry face  face with steam from nose  face with steam from nose ,1,terrible game ever played level game soo difficult always heat difficult full wastage time  pouting face  pouting face  angry face  angry face  face steam nose  face steam nose 
,good so far it better than the other one ive played  thumb up  red exclamation mark  red exclamation mark ,5,good far better one ive played  thumb  red exclamation mark  red exclamation mark 
,i love the game so much awsome grafics it is so fun to play,5,love game much awsome grafics fun play
,i love playing this game,4,love playing game
"Hello, Robin!
Please write more information about your problem. We didn't understand. 😥",this wa the most confusing unfaironly win when the game decided it wa time to win that ive ever tried to play in my life a total waste of time what worked on  level wouldnt work on the next but dont know why it wouldnt never really understood what did or didnt really work  of the same usually make thing disappear you advance even a little in this game sometimes you do but most of the time you dont or they disappear  more come ok but your supposed to advance i thought,1,wa confusing unfaironly win game decided wa time win ive ever tried play life total waste time worked  level wouldnt work next dont know wouldnt never really understood didnt really work  usually make thing disappear advance even little game sometimes time dont disappear  come ok supposed advance thought
"Hi, April! Please update our game to the latest version. We have fixed bugs and we are waiting for you! 🌺",it wa awesome but i needed to update so i did now it wont go past  on the loading screen i have spent a nice amount of money too and super bummed,2,wa awesome needed update wont go past  loading screen spent nice amount money super bummed
,i like your game and it so funthank you  red heart ,5,like game funthank  red heart 
"Hi, Rahul! 🕺
Please try to open the game again and enter it with high wi-fi. This should help. Write to us about the results.",the game take too much time to open,1,game take much time open
"Hi, Amy!
Please update our game to the latest version. You have already missed 2 updates. We have fixed bugs with lives and we are waiting for you!",i like the game but not the glitch when u watch a ad for a free life the game freeze and doesnt give me my free life then it take too long for the life to refill,3,like game glitch u watch ad free life game freeze doesnt give free life take long life refill
,like the gamestoryline is great graphic are greatlove it,5,like gamestoryline great graphic greatlove
,so far enjoying this game but it load too slow after each quest,3,far enjoying game load slow quest
,this is a cute game it just move to slow from one thing to another,5,cute game move slow one thing another
,i dont like the game,3,dont like game
,it freeze and when im trying to use the star to fix the fountain the decor loading pop up in stead and i cant use the star to continue with the fountain in the lobby,2,freeze im trying use star fix fountain decor loading pop stead cant use star continue fountain lobby
Please write more information about your problem.,game suck doe not give correct amount of money that is won or point which ever it is,1,game suck doe give correct amount money point ever
,so many glitch the loading also slow fix it please,2,many glitch loading also slow fix please
,sorry just download but so for pretty dang good,4,sorry download pretty dang good
,good graphic a great match game,5,good graphic great match game
,it fun an just heard enough,4,fun heard enough
,love this game please fix the freasing bug,5,love game please fix freasing bug
,i love this game it best game ive ever played so far,5,love game best game ive ever played far
,it just too good i started playing and cant hold myself to not playing it,5,good started playing cant hold playing
,cute game and pretty easy so far,5,cute game pretty easy far
,this game is so much fun,5,game much fun
,i just started to play but i am enjoying it,3,started play enjoying
,pretty average experience with this game it slow and freeze on regular basis also dosnt pay out life for watching vids think i will uninstall soon and before the developer advise me to clean storage etc ive done all that and it still slow,2,pretty average experience game slow freeze regular basis also dosnt pay life watching vids think uninstall soon developer advise clean storage etc ive done still slow
,it mess up to much it frezzer alot,1,mess much frezzer alot
,game keep freezing up when watching video to get free life,2,game keep freezing watching video get free life
Have you been authorized via FB?,yes i m connected on facebook alsoand my all progress save in facebook but i dont know y my previous progress is not showing,2,yes connected facebook alsoand progress save facebook dont know previous progress showing
,thanks for the great game,5,thanks great game
,love this game and the story very awesome  smiling face with smiling eye ,5,love game story awesome  smiling face smiling eye 
,awesome game  thumb up ,5,awesome game  thumb 
Please free more disk space in Your device and shut down other applications before launching the game.,like the game but it keep freezeing up take to long to down loaded,4,like game keep freezeing take long loaded
,i love this game but after a while it get canfusing,5,love game get canfusing
Please free more disk space in Your device and shut down other applications before launching the game.,constantly kicked out of game especially if use video for free move or requesting life,2,constantly kicked game especially use video free move requesting life
What would you like to add to the game?,i hate this game very boring,1,hate game boring
,i like how it interactive you have choice with what that character say to other people i think thats alot better then most of the other game like this,5,like interactive choice character say people think thats alot better game like
Please write more information about your problem.,it close by owndont like it,1,close owndont like
,this is the best game if we play a simple candy crush game then it will be very simple but in this game we are very excited to decorate the hotel so for that we are playing candy crush with fun,5,best game play simple candy crush game simple game excited decorate hotel playing candy crush fun
We added free bonuses to the game. We hope it will be easier to win levels with them.,keep crashing and i hate the way you have to buy extra just to win then a you advance you need more and more key,2,keep crashing hate way buy extra win advance need key
,it a great game i loved it,5,great game loved
,this game is a lot of fun,5,game lot fun
Please write more information about your problem.,a bit to difficult typical type,2,bit difficult typical type
,awesome game so far just now getting to level   red heart  red heart  red heart  face savoring food  face savoring food  face savoring food ,5,awesome game far getting level   red heart  red heart  red heart  face savoring food  face savoring food  face savoring food 
,well it wa fun game very challenging for me and it really doe make me feel better if im bored,5,well wa fun game challenging really doe make feel better im bored
,great fun character are cute the gameplay a blast i love the bee and im even enjoying the storyline tho i usually find them too cutsie,5,great fun character cute gameplay blast love bee im even enjoying storyline tho usually find cutsie
,good game though decoration are odd,4,good game though decoration odd
Please free more disk space in Your device and shut down other applications before launching the game.,i liked the game but it kept crashing sometimes there were no button to click to start the game so you have to restart the app,2,liked game kept crashing sometimes button click start game restart app
,very funi can not spend a day without it,5,funi spend day without
We are working to fix a life's problem. Thanks for the feedback!,i would give  star but i turned the music off but everytime i come back to the game it on again and i have to toggle the button to get it back off the last ski challenge never regenerated ticket when you left the game wanted you to sit with that screen on your phone for  minutesno mam and finally since the last update when i watch a video to get an extra life the screen freeze after the ad and i dont even get the life fix it,3,would give  star turned music everytime come back game toggle button get back last ski challenge never regenerated ticket left game wanted sit screen phone  minutesno mam finally since last update watch video get extra life screen freeze ad dont even get life fix
,it really fun game keep up the great work,5,really fun game keep great work
Please write more information about your problem.,after update the appeven more worse ive waited a long time for the app to load,1,update appeven worse ive waited long time app load
,havent played much but what i have played i do like,4,havent played much played like
,this game graphic is very good,5,game graphic good
,thank you cant put if down,5,thank cant put
,i love it i get to enjoy the game and also be creative,4,love get enjoy game also creative
,great game to pas the time,4,great game pas time
,fun game enjoy playing it,5,fun game enjoy playing
,great good game,5,great good game
,i really like it it wa a very good game for me,5,really like wa good game
,enjoying this game relaxing and fun,5,enjoying game relaxing fun
,awesome gam e great graphic,5,awesome gam e great graphic
,i play a lot of the puzzledecorate genre of phone game like this one but so far i would place the graphic and story of this game at the top of my list there are a few glitch sometimes but nothing game breaking that ive experienced so far some level are harder than others ive gotten stuck trying to beat one for a day or two occasionally but these type of game you learn to be patient and itll happen i love that you can make choice in the story and it ha an effect on how it go,5,play lot puzzledecorate genre phone game like one far would place graphic story game top list glitch sometimes nothing game breaking ive experienced far level harder others ive gotten stuck trying beat one day two occasionally type game learn patient itll happen love make choice story ha effect go
,this new version of the game is locking up and the free life are not being granted at the after warcing the video,1,new version game locking free life granted warcing video
,purchase weapon to high,4,purchase weapon high
,great way to pas time great game,4,great way pas time great game
,kool game keep your mind occupied,5,kool game keep mind occupied
,it keep crashing and take it a a turn life take age to build up again wa enjoying game,2,keep crashing take turn life take age build wa enjoying game
"Hello! Thank you for your detailed comment! Your feedback is really important to us, we will try to make our game only better!",the game is great it ha a good story line a well the only problem would be the reward it would be good if there wa a unlimited life for a specifc short amount of time after each chapter like some other similar game have because some of the hard level take many attempt to clear and you end up waiting a long timemaybe even day to clear them if you dont have booster also  coin and for special level is wayyyy too low when a single extra life cost ,4,game great ha good story line well problem would reward would good wa unlimited life specifc short amount time chapter like similar game hard level take many attempt clear end waiting long timemaybe even day clear dont booster also  coin for special level wayyyy low single extra life cost 
Hi! Please update our game to the latest version. We have fixed bugs and we are waiting for you!,the game is not working on my infinix hot  once the loading get to  it crash please help,1,game working infinix hot  loading get  crash please help
,great game very addictive,5,great game addictive
,the puzzle r so hard,1,puzzle r hard
,just started playing will rate again soon a far a i can tell it a really cool game the graphic are awesome,5,started playing rate soon far tell really cool game graphic awesome
,very nice and very cool game this graphic is best,5,nice cool game graphic best
,fun good time wasting game that is addictive,4,fun good time wasting game addictive
,very fun and relaxing game also very addicting,5,fun relaxing game also addicting
,very nice game thanks,5,nice game thanks
,first try and i like much,4,first try like much
,couldve been a great game but keep on freezing and very slow i just uninstalled this game waste of time and data,2,couldve great game keep freezing slow uninstalled game waste time data
,the game would be alot more interesting if the stage were easier to pas just to renovate and storyline is amazing but even if you pay you lose intrest after a few game,3,game would alot interesting stage easier pas renovate storyline amazing even pay lose intrest game
,how do we make friend and send and get gift,5,make friend send get gift
,i have installed a few of these game some i like some i dont this one i like,5,installed game like dont one like
Hi! Thanks for the feedback. Do you use our free bonuses in the game? It will be easier to complete the level with them.,this game is great until level been playing the same level for a week you can pas it if you have money to throw at it i will be uninstalling,1,game great level been playing level week pas money throw uninstalling
Please free more disk space in Your device and shut down other applications before launching the game.,slow and ugly graphic developer i dont need to clear space to know that your game is slow paced and boring with unappealing graphic,1,slow ugly graphic developer dont need clear space know game slow paced boring unappealing graphic
,fun loving game,5,fun loving game
Hi! Please write more information about your feedback.,very worst game  squinting face with tongue  squinting face with tongue ,1,worst game  squinting face tongue  squinting face tongue 
Thanks for your feedback!,it alright take you longer to beat a game,3,alright take longer beat game
"Hello Kaitlyn.
Thank you very much for the detailed review. There is just one more thing we would like to ask - which levels exactly are you talking about? We will be really glad if you name them. It'll help us understand where your frustration started and how to deal with it. Thank you!",it started out really fun until you start to get to the level where theyre all difficult and repetitive every level is star and pipe and it just get old the rocket arent worth anything because they just stop when they get to an obstacle v blasting all the way through it like most game also the booster are hard to come by and you have to use them to get through these starspipes level the story is good but graphic a bit glitchy story isnt enough to save frustrating gameplay,3,started really fun start get level theyre difficult repetitive every level star pipe get old rocket arent worth anything stop get obstacle v blasting way like game also booster hard come use get starspipes level story good graphic bit glitchy story isnt enough save frustrating gameplay
,very good game i love it very much  thumb up  thumbs up  thumbs up  red heart  red heart ,5,good game love much  thumb  thumbs  thumbs  red heart  red heart 
,greatest game ever,5,greatest game ever
Thanks for your feedback!,the game nice but after you win the level of the game to select stuff to repair and to select play the next game appear at screen take too long need take time to wait every icon come out on the screen please fix it,3,game nice win level game select stuff repair select play next game appear screen take long need take time wait every icon come screen please fix
Please free more disk space in Your device and shut down other applications before launching the game.,fun and cute story but too many technical problem a the game often stall and then you lose progress,3,fun cute story many technical problem game often stall lose progress
,gr story line,5,gr story line
Please write more information about your problem.,just getting stared will see,3,getting stared see
Please write more information about your problem.,this game suck way too frustrating way too early in play dont waste your time,1,game suck way frustrating way early play dont waste time
,what a fun game l realy like it,5,fun game l realy like
,he wa good i have no problem with  thumb up ,5,wa good problem  thumb 
,great experience overall,5,great experience overall
,easy and interesting game,5,easy interesting game
,love this game very funny  grinning squinting face  face with tear of joy ,5,love game funny  grinning squinting face  face tear joy 
,beautitul graphic and great storyline really fun,5,beautitul graphic great storyline really fun
,havent been playing long but so far im enjoying it,4,havent playing long far im enjoying
We added free bonuses to the game. We hope it will be easier to win levels with them.,the level get difficult to the point that you need to spend money to get anywhere and it add up quickly,2,level get difficult point need spend money get anywhere add quickly
Please free more disk space in Your device and shut down other applications before launching the game.,too many gliches kick me off in the middle of the game very frustrating the game will just stop running ive unistalled and reinstslled and it still doe the dame thing love the game but it just stoppes for no reason  smirking face ,2,many gliches kick middle game frustrating game stop running ive unistalled reinstslled still doe dame thing love game stoppes reason  smirking face 
,so far i really really like this game a lot it super fun u should really download this app or game,4,far really really like game lot super fun u really download app game
,i like this game is only just started playing am on level ,5,like game started playing level 
,fun nice story,5,fun nice story
,it relaxing and fun i would recommend this to everyone who play,4,relaxing fun would recommend everyone play
,great game keep it up,5,great game keep
,mind game not easy to understand,5,mind game easy understand
,love how you can skip from the start the intro and stuff best game like this yet it ha replaced homescapes n more,5,love skip start intro stuff best game like yet ha replaced homescapes n
,will not let me tap to skip,4,let tap skip
,usually the button to play a certain level wont appear i can only make the girl walk around,3,usually button play certain level wont appear make girl walk around
,really love this game it is so funny they argue and still the hotel coming to life looking good and more in this i love keep game going like this one ty,5,really love game funny argue still hotel coming life looking good love keep game going like one ty
,love this game  red heart  smiling face with hearteyes ,5,love game  red heart  smiling face hearteyes 
,i absolutely love this game,5,absolutely love game
We added free bonuses to the game. We hope it will be easier to win levels with them.,becomes lmpossible to complete level without booster which cost real money uninstalling,2,becomes lmpossible complete level without booster cost real money uninstalling
,good and nice game,5,good nice game
,the best game ever,5,best game ever
,addictive fun and a great way to kill time and put your brain and decor skillz to the test i love it great game,5,addictive fun great way kill time put brain decor skillz test love great game
,im stuck besides that it a good game,4,im stuck besides good game
We added free bonuses to the game. We hope it will be easier to win levels with them.,game suck power ups dont have power graphic are dull level move ssssllllloooo wwwwwww,1,game suck power ups dont power graphic dull level move ssssllllloooo wwwwwww
,im enjoying it very much,5,im enjoying much
,pretty fun game so far m,5,pretty fun game far
,i absolutely love this game great adventure a well love the character,5,absolutely love game great adventure well love character
We added free bonuses to the game. We hope it will be easier to win levels with them.,it a matching game but initial level itself are very harder,1,matching game initial level harder
In which chapter were you unable to skip the dialogue?,it good game but the story conversation in some chapter cant skip and because of that im lazy playing this game,2,good game story conversation chapter cant skip im lazy playing game
We added free bonuses to the game. We hope it will be easier to win levels with them.,this game definition of challenging is to give you exactly one move in one of the upper corner of the level and shuffle your piece  time a game after you run out of move just to give you the same exact thing how do you expect anyone to progress when there literally no progression to be made,1,game definition challenging give exactly one move one upper corner level shuffle piece  time game run move give exact thing expect anyone progress literally progression made
,this game is  two heart  smiling face with hearteyes  amazing i love  red heart  it but have some hard level but it so amazing  two heart ,5,game  two heart  smiling face hearteyes  amazing love  red heart  hard level amazing  two heart 
What did you dislike about the game? You gave us 1 star.,i dont like this game cuz of playing candy crush typ stuf,1,dont like game cuz playing candy crush typ stuf
What did you dislike about the game? You gave us 1 star.,in joy two playfamily hotel,1,joy two playfamily hotel
,so far lot of fun and very quick,5,far lot fun quick
,the best game ever made,5,best game ever made
,i personally love all the game like this one i have  of them downloaded the story line are great the puzzle are unique and the booster are so much fun,5,personally love game like one  downloaded story line great puzzle unique booster much fun
,i like the challenge look like a fun story to follow,5,like challenge look like fun story follow
,i love this game i cant stop playing,5,love game cant stop playing
,this game is very stimulating and keep my mind focused,5,game stimulating keep mind focused
,this is my favorite game of this style great job guy much better than the playrix game,5,favorite game style great job guy much better playrix game
What did you dislike about the game?,i do not like this game it could be much better it really boring,1,like game could much better really boring
The game has a daily reward and bonuses. Do you play with an Internet connection?,the game ha a great story and is coolbut after level  if you dont have money to spend then forget it it doesnt give you a daily reward to help you out in any way and the level become impossible without some kind of booster probably not going to keep it long and this is coming from someone one played homescapes until level ,2,game ha great story coolbut level  dont money spend forget doesnt give daily reward help way level become impossible without kind booster probably going keep long coming someone one played homescapes level 
,game is pretty good nice to play while im at work it pass the time away also when im home i play it awesome,5,game pretty good nice play im work pass time away also im home play awesome
,i really like this game it ve ty y addictive and i love it,5,really like game ty addictive love
,it like running a good game app to me,5,like running good game app
,graphic are pretty good and game play is fun so far almost to level  a i havent gotten stuck yet,4,graphic pretty good game play fun far almost level  havent gotten stuck yet
,fun new game to play,5,fun new game play
Thanks for your feedback!,too much like all the other decorating game how bout something original,1,much like decorating game bout something original
,very nice graphic and run,5,nice graphic run
Please write more information about your problem.,it doesnt have special move when u get the combo,2,doesnt special move u get combo
,great gaming experience,5,great gaming experience
,just started so far i love it,4,started far love
,it pretty good in a way i really want to fix up the place,4,pretty good way really want fix place
,i love the game but it take sooo long to get more life i like to spend hour at a time on a game and it take half an hour to get one life i understand it take i while to get new thing out and to draw and animate everything but  min you can at least cut it in half or somthing even if you just make it  min it better then half an hour to get one life i still love the game tho and will put up with the wait,4,love game take sooo long get life like spend hour time game take half hour get one life understand take get new thing draw animate everything  min least cut half somthing even make  min better half hour get one life still love game tho put wait
We have added additional free bonuses to the game. We hope it will be easier to win levels with them.,ok with the build and story but match  if o often to difficult for casual game,3,ok build story match  often difficult casual game
,very fun game if you love to decorate thing this is the game that you are looking for,5,fun game love decorate thing game looking
,this game is amazinggg it relaxing and fun to play with a gorgeous story,5,game amazinggg relaxing fun play gorgeous story
Please free more disk space in Your device and shut down other applications before launching the game. Also we recommend to delete performance-boosting apps from your mobile device.,this game is slow im so so angry  star,1,game slow im angry  star
,it is the best game ever but if wany to mske a task we have to play the another game to get the key i do not love it,4,best game ever wany mske task play another game get key love
,this game is awesome i loved it  hugging face  hugging face  hugging face ,5,game awesome loved  hugging face  hugging face  hugging face 
,so far so good  beaming face with smiling eye ,5,far good  beaming face smiling eye 
,i like it very much because it is fun to play,5,like much fun play
,great game wonderful game the game is interesting,5,great game wonderful game game interesting
,lot of fun no deluge of ad between play nicely made game,5,lot fun deluge ad play nicely made game
,fun and good time killer,4,fun good time killer
,this game is cool to play,5,game cool play
,i love that it a hotel and there are partner s,5,love hotel partner
,only started really but enjoying so far,5,started really enjoying far
Hi! Not yet.,is this game available on iphone,4,game available iphone
,fun very enjoyable and a great way to pas the time,5,fun enjoyable great way pas time
"If you are authorized through FB, then progress is not lost.",i played and decided to delete it cuz i thought it could save progress but it didnt so next time i wont be deleting this app but i will give  star only cuz you cant save progress,4,played decided delete cuz thought could save progress didnt next time wont deleting app give  star cuz cant save progress
,it make me feel like i am doing the real hardwork to keep the hotel clean  zany face  i am in love with this game,5,make feel like real hardwork keep hotel clean  zany face  love game
,love the game the concept is great,4,love game concept great
,i love this game already,5,love game already
,great game so far  raising hand ,5,great game far  raising hand 
,fun so far but it is early,4,fun far early
,excited about a little bit of mystery lol  grinning face ,5,excited little bit mystery lol  grinning face 
,great game good passtime,5,great game good passtime
,nice graphic key are hard to get,2,nice graphic key hard get
,this game is simple but fun,5,game simple fun
,so far the game is fun i love the storyline and graphic,5,far game fun love storyline graphic
,enjoying game so far,5,enjoying game far
,i like to do these kinda of game,5,like kinda game
"The game has a match 3 category, this is the main part of the game.",well guess what ive uninstalled it because it doe play waaaay to much match   squinting face with tongue ,1,well guess ive uninstalled doe play waaaay much match   squinting face tongue 
,nice and exiting game,5,nice exiting game
Please free more disk space in Your device and shut down other applications before launching the game. Also we recommend to delete performance-boosting apps from your mobile device.,i tried many time to install this but i failed it disgusting,1,tried many time install failed disgusting
,good game and time pas of this app,5,good game time pas app
Please free more disk space in Your device and shut down other applications before launching the game. Also we recommend to delete performance-boosting apps from your mobile device.,i download this game  to  time but this never download i hate this game,1,download game   time never download hate game
,glitch make my life disappeared it happens from the beginning,3,glitch make life disappeared happens beginning
,very nice offline game,5,nice offline game
Please free more disk space in Your device and shut down other applications before launching the game. Also we recommend to delete performance-boosting apps from your mobile device.,i love this game but after playing a few level my game kept crashing i feel like i paid to have my game crash rather than playing it,3,love game playing level game kept crashing feel like paid game crash rather playing
,there are three element to this game puzzle matching and watching two people trying to get along with each other how funny but i love the game keep it coming  grinning face with smiling eye ,5,three element game puzzle matching watching two people trying get along funny love game keep coming  grinning face smiling eye 
,so far so good love the design choice,5,far good love design choice
,amazing fun game  thumb up ,5,amazing fun game  thumb 
